,Name,Style
320,Thurston offers Gallen a ‘peace’ of his mind: NORTH Queensland playmaker Johnathon Thurston insists he holds no grudge against Paul G...,anger
321,My back is starting to irritate me and it's barely 2:19 😓,anger
322,Manchester derby at home #revenge,anger
323,Manchester derby at home ,anger
324,Defination of a best friends..!!! \n\na person who opens his mouth just to #insult yu..!! :D :D :D,anger
325,Nothing more entertaining and frightening than a #bitter #alcoholic trying desperately to get your attention.....,anger
326,What a fucking muppet.  @jRwild1 #fuming #stalker.,anger
327,What a fucking muppet.  @jRwild1  #stalker.,anger
328,@TedLeitner @jesseagler You two are TEN TIMES more interesting than those particular afternoon goofballs (I could say worse). #umbrage,anger
329,@TedLeitner @jesseagler You two are TEN TIMES more interesting than those particular afternoon goofballs (I could say worse). ,anger
330,some of the casuals tweets that Vic has faved are making me gag #bitter,anger
331,some of the casuals tweets that Vic has faved are making me gag ,anger
332,@loueezecee I don't know how much more of that bloody pout I can take!!,anger
333,"Note to self ~ Stop laughing at things that offend you, it's ok to get mad at people \n #NoteToSelf  #mad #upset",anger
334,"@KatherineArabis It’s taken for granted, while the misogyny in the air is treated as normal — and any angry response to it as pathological.",anger
335,"@smendler (1) Watch out for memes &amp; statements designed to make you feel outrage, but that don't give you anything to *do* about situation",anger
336,"Do not be angry with God because you do not get what you want, for God gives most when you expect least.",anger
337,@downeysduckling nick fury,anger
338,@Susan_Wilde @oohincensed @TheCanarySays no! Kinda offended that you had to ask,anger
339,"Yeah I'm hot nigga, they say im burning uhhhhh",anger
340,@Jacqueline_69 haha! She did well today. I can't get beyond her pout annoying me I'm afraid.,anger
341,Yo gurls Dm for a tribute 😜💦 #snapme #dm #nudes #tribute #cumtribute #cock  #cum #swallow,anger
342,Yo gurls Dm for a tribute 😜💦 #snapme #dm #nudes #tribute #cumtribute #cock #snap #cum #swallow,anger
343,@noris_prosk8r2 (Maybe don't provoke him in the future if you do not want to run the risk of him punching your board.),anger
344,"@Digger_forum he's also mostly (except for the synthetic testosterone bits) male, you raging sexist!",anger
345,@UlsterWillFight @VanguardBears Looks like a rabid pack of inbreds.,anger
346,@douglas_nat @one11north I need it today! Do u know how many fuckin French plaits I had to do this morn with a stroppy 9 yr old! #rage,anger
347,@douglas_nat @one11north I need it today! Do u know how many fuckin French plaits I had to do this morn with a stroppy 9 yr old! ,anger
348,"2 biggest fears: incurable STD's and pregnancy...I mean, they're basically the same thing anyway #forlife #annoying #irritation #weirdsmells",anger
349,"2 biggest fears: incurable STD's and pregnancy...I mean, they're basically the same thing anyway #forlife #annoying  #weirdsmells",anger
350,"#CharlotteRiots #passion? or #anger act of violence.\nIf mourning for those who have past away, #stayhome  #whyout",anger
351,resentment is rlly my shit.,anger
352,i resent being tired and annoyed that the word Wiener is splashed across the news. this should be a slam-dunk for me,anger
353,@paulsherard @margarethaynie wow I just realized how much of a sexist pig I am! I am truly sorry to anyone I offended,anger
354,@tony_tr3 I'd say your outrage is the really FAUX outrage.,anger
355,I can already tell this programme is going to infuriate me #ExtremeWorld,anger
356,Height of irritation when a person makes a hilarious chusssss.... Plz die....😬😬,anger
357,13 hour @bus rides make me #angry #sorry,anger
358,13 hour @bus rides make me  #sorry,anger
359,jelly baby is my favourite insult,anger
360,"She began to squirm beneath @hcllbent, struggling to get out of his relentless grasp. When she realized that the attempt was useless,++",anger
361,@LoyalLadyMalfoy &lt;• change them himself. He follows behind with a scowl pinching his lips and takes the sheets to his room. 'So who is •&gt;,anger
362,Forever raging 😏😂😭,anger
363,"@rawhidevelvet No offense, but isn't it a little late to be getting a radio broadcast degree? Isn't that going to be over in a decade or 2?",anger
364,"@LuluLemonLime83 wow , your right they do need help,so what I'm getting from the Laureliver fandom and bitter comic fandom and",anger
365,"@broadly you should be criminalized for posting a pic of that brown frown.... Get a pic of some jack, or cookies, or diesel, Join up @CNN_Ai",anger
366,"@alliex both, scrap *ll the rage instead",anger
367,The ppl on here defending cops as they continue to kill innocent ppl or ppl who aren't innocent but clearly cooperate irritate tf outta me,anger
368,Living life so relentless,anger
369,You forever straight so fix that frown u good😇 @amayyaaag__,anger
370,"smh customers getting angry at me bc i aint got no marlboro lights in the gas hut. i called them in 2 hours ago, fuck you.",anger
371,@alexis_maxwell #bitter hahaha just kidding. its crazy tho,anger
372,"A 28 yr old man threw a saucepan of boiling water at a garda, &amp; then hit the garda with the shaft of a brush...Letterkenny District Court.",anger
373,Way towards be prominent if your exasperate is peaked?: TGMbNqUEe,anger
374,"Being abroad is causing me to make spontaneous decisions and not worry about things which is good, but the type A part of me is fuming",anger
375,@Thatguy_dree @RecklessWonder_ neither one of y'all can see me in this madden,anger
376,@summar_rose @turehndebushra @_taaz_mania @fxla_ summar one more insult from you and you're gone Idc if you're my dad,anger
377,@russbully Ended up paying 75p for half a tube of smarties. Don't even get the pleasure of popping the plastic lid off either #outrage,anger
378,@russbully Ended up paying 75p for half a tube of smarties. Don't even get the pleasure of popping the plastic lid off either ,anger
379,"Everything I see of American police training seems calculated to trample human dignity, inflame outrage, and escalate confrontations.",anger
380,"@strangerpeace We'll have a ceremony next time we meet. It'll involve burning something, then possibly booze and/or caffeine.",anger
381,"#GBBO is such a homely pure piece of tv gold. Channel 4 will attempt to tart it up. Mary, Sue and Mel gone. It's over. I'm out. 👋 #fuming",anger
382,"#GBBO is such a homely pure piece of tv gold. Channel 4 will attempt to tart it up. Mary, Sue and Mel gone. It's over. I'm out. 👋 ",anger
383,Constantly fucking boiling and it's not ok,anger
384,@mikeburke91 @AP I guess. It's just heartbreaking the ease with which they can kill an innocent man and get away with it. #indignation,anger
385,@mikeburke91 @AP I guess. It's just heartbreaking the ease with which they can kill an innocent man and get away with it. ,anger
386,"In  fact,  sometimes i don't get furious at people who wrong me, but   i get  furious at  myself  for being  a  fool.",anger
387,All options are on the table - #revenge is coming.,anger
388,Argh a big wasp buzzing between my blinds and my window. Halp! #wasp #evil #buzz ,anger
389,Argh a big wasp buzzing between my blinds and my window. Halp! #wasp #evil #buzz #sting,anger
390,Someone throw a snap dance party for LO. Rest Up big Homie 🙏🏾,anger
391,"If angry, bash out your frustration on the pastry #GBBO",anger
392,So excited to watch @RuPaulsDragRace #allstars \n#RuPaul #revenge,anger
393,and i will strike down upon thee with great vengeance and furious anger those who attempt to poison and destroy my brothers,anger
394,All the young people are so bitter about how the older contestants probably know how to make Bakewell Tarts 😂 #GBBO,anger
395,Why did Alex just growl at me.. 😂😂😂,anger
396,"@MagicalMunicorn May I suggest, that you have a meal that is made with beans, onions &amp; garlic, the day before class. ",anger
397,"@MagicalMunicorn May I suggest, that you have a meal that is made with beans, onions &amp; garlic, the day before class. #revenge",anger
398,@takumasgirl I fell and heard a snap hffffhj,anger
399,@Cardschatter now that the Bills have a new offense of Cordinator do you think it's more difficult for the @AZCardinals to  game plan?,anger
400,Will give #sleepnumber another chance for customer service. Today's growl is 15+ minutes on hold. Overall bed + service = very unimpressive.,anger
401,I sit at home so damn much that everything is starting to irritate me . I need to get out the house by myself !,anger
402,at least 5 ppl have left my stores in a huff in the past year but ive never had anyone call guest service on me yet so,anger
403,@Jake_Martin74 Oh and I play it capo 2nd fret in a G position RS,anger
404,I told myself i wouldn't talk about this but i need to bring it up. I'm slightly bitter about the tøp cover of cancer,anger
405,"Michelle, who did NOTHING is hating on Nicole's game hahaha.... #bitter #bb18",anger
406,"Michelle, who did NOTHING is hating on Nicole's game hahaha....  #bb18",anger
407,I asked Jared to marry me and he said no. #offended,anger
408,I asked Jared to marry me and he said no. ,anger
409,It's #ThirstyThursday which means it's time to #rage. Get ready for tonight with personal #hydration. Book now. 305-912-4937. #itslit #miami,anger
410,@cassidyyy_0 literally Nicole already had her chance and she played shitty both seasons. #bitter,anger
411,@cassidyyy_0 literally Nicole already had her chance and she played shitty both seasons. ,anger
412,@johnmerro1 @Liberobility still bitter about last night lads 😂,anger
413,@Dominos_UK worst thing is i have confimation from them #angry,anger
414,@Dominos_UK worst thing is i have confimation from them ,anger
415,@GarthJennings loved #sing #tiff but 1 q there is 1 japanese line but obviously spoken by non japanese. no way to find japanese for 1 line?,anger
416,"@memorie_holiday @AngryOrchard about 2 wks ago,playing pokemon and not paying attention. Placed my elbow on a rail 3 inches from 4 no sting.",anger
417,@bt_uk broadband is shocking regretting signing up now #angry #shouldofgonewithvirgin,anger
418,@bt_uk broadband is shocking regretting signing up now  #shouldofgonewithvirgin,anger
419,@Bickley_Marotta yea because forcing 5 turnovers and holding a pretty good offense to 7 points is concerning.....oh wait. NO!!,anger
420,@itgoeszaysway ok but his identity was revealed and he's black so educate yourself and don't insult people when they state facts lol...,anger
